id,Category,Intension,Augmented Intension with GPT4
00151,Events,Design an Instagram story promoting a chicken hatchery that offers high-quality chicks for sale. Encourage viewers to visit the hatchery and find their perfect chick.,"Visualize a vibrant Instagram story promoting a top-tier chicken hatchery. The screen is adorned with freshly hatched, fluffy chicks peeping cheerfully, juxtaposed against the high-contrast, clean white hatchery environment. The text in playful, vivid fonts encourages viewers, ""Find your perfect chick here!"" with an arrow pointing to a 'Swipe Up' button leading to the hatchery's website."
00152,Events,Create an Instagram story promoting a dairy market and showcasing the delightful dairy products available.,"A bustling dairy market in the golden light of dawn, where stalls brim with a variety of delightful dairy products. Artisanal cheeses, gleaming in hues of cream and yellow, are arranged next to fresh milk bottles that glint with morning dew. On the other side, a vendor proudly displays a pile of butter blocks, their rich golden tones inviting. The story caption reads: ""Discover the joy of fresh dairy at our market!"""
00153,Events,Create an Instagram story advertisement for a professional advisory service on cattle nutrition. The ad highlights the science of superior nutrition and offers a 15% discount.,"An eye-catching Instagram story ad for a professional cattle nutrition advisory service. The background is a lush green pasture with healthy, vibrant cattle grazing. On the left, a microscopic view of superior nutrients is depicted. Bold, italicized text in the center proclaims ""Unlock the Science of Superior Nutrition!"" while a red ribbon banner at the bottom offers a 15% discount."
00154,Events,Create a promotional image for a dating app that emphasizes finding the perfect love match. The image should be eye-catching and include the text 'Dating App'.,"An electrifying image featuring a pair of intertwined hands, one with a feminine touch adorned with a delicate ring, the other masculine and sturdy, against a radiant gradient backdrop of pastel pinks and purples. Two smartphones, glowing brightly, float above their palms, their screens displaying the vibrant text 'Dating App'. A shower of pixelated hearts cascades around the phones, symbolizing the perfect love match."
00155,Events,Create a promotional image for a butcher market offering a 45% discount on fresh beef. Encourage customers to order from the shop now.,"An inviting, bustling butcher market with a hand-carved wooden sign advertising a whopping 45% discount on fresh, succulent beef. The beef cuts, expertly showcased, are a deep, rich red, their freshness undeniable. A persuasive banner unfurls across the scene, urging customers to seize this incredible deal and order immediately."
00156,Events,Create an Instagram story design promoting a love talk session. Encourage users to book a session and navigate the path of love together.,"A romantic Instagram story design showcasing a soft pink and lavender gradient background, evoking feelings of warmth and love. In the center, a beautifully rendered heart-shaped maze symbolizes the path of love. A stylish, handwritten text reads, ""Join our Love Talk Session and navigate the labyrinth of love together! Book Now!"""
00157,Events,Promote a sale offer on smoked meat and kebab products with a rustic and enticing design. Enjoy a 35% discount on your order from Flavors Afire.,"An alluring rustic signboard made of weathered wood, promoting a 35% discount sale from Flavors Afire. Smoked meat and sizzling kebabs are artistically depicted, their mouth-watering aroma seemingly wafting off the board. The design incorporates a fire motif, symbolizing the delicious flavors being offered."
00158,Events,Create an Instagram story to promote exclusive matchmaking services. Use cute cartoon characters and lavender blush color scheme. Include the text 'Discover Your Perfect Match' and 'Join Now!'.,"A whimsical lavender blush backdrop adorned with a constellation of tiny hearts. In the center, two adorable cartoon characters, a bunny and a fox, exchange shy glances, embodying the spirit of love. Above them, bold yet soft-textured text reads 'Discover Your Perfect Match'. Just below, a vibrant button pulsates with 'Join Now!', inviting viewers to embark on their own journey of love."
00159,Events,Create a promotional Instagram Story for a Valentine's Day sale on retro cassette tapes. Offer a 50% discount and encourage customers to get inspired by the music of the maestros.,"An eye-catching Instagram Story, capturing the essence of Valentine's Day with a background of soft pink. Retro cassette tapes are scattered across, their labels showing iconic tunes. A bold, red heart in the center displays ""50% OFF!"" in retro typography. Inspirational, black-and-white images of legendary musicians adorn the edges, sparking nostalgia and a desire to rediscover their music."
00160,Events,Create an Instagram story promoting a discount offer for exclusive stained glass windows. Highlight the beauty of irises and florals in our stained glass designs. Offer a 30% off discount.,"An Instagram story featuring a breathtaking stained glass window bathed in radiant sunlight. The window design showcases intricate irises and florals, their vibrant colors dancing and shimmering in the light. Bold text overlays the image, exclaiming a limited-time offer: ""30% OFF on our exclusive floral stained glass windows. Enhance your space with the beauty of irises and blossoms today!"""
